Keyword,Title,Source,Link,Snippet
Southern Lebanon violence,Pregnant British woman's 'guilt' over fleeing Lebanon,BBC News,https://www.bbc.com/news/articles/c5y8emq35y1o,"Alla Ghalayini, who arrived in London on Sunday, says she can ""still hear the bombs"" from Israeli air strikes."
Southern Lebanon violence,UK charities launch Middle East Humanitarian Appeal,BBC News,https://www.bbc.com/news/articles/cm29renmv91o,The Disasters Emergency Committee says the government will match the first £10m raised in donations.
Southern Lebanon violence,Lebanon's government urges international community for support amid Israel’s invasion,NPR,https://www.npr.org/2024/10/01/nx-s1-5134606/lebanon-israel-invasion-hezbollah-international-support,"Lebanese Prime Minister Najib Mikati said his country was facing “one of the most dangerous phases of its history” amid Israel’s ground incursion into southern Lebanon, which began late Monday."
Southern Lebanon violence,Israeli Airstrikes Rock Southern Suburbs of Beirut and Cut Off a Key Crossing Into Syria,Time,https://time.com/7048993/israeli-airstrikes-beirut-cut-off-key-syria-crossing/,The new wave of strikes come after Israel warned people to evacuate communities in southern Lebanon.
Southern Lebanon violence,Israel and Hezbollah continue to trade fire as residents in Lebanon look for safety,NPR,https://www.npr.org/2024/09/24/g-s1-24287/israel-hezbollah-trade-fire-lebanon,The trade of cross-border missiles came after the deadliest day of conflict in Lebanon since 2006.
Southern Lebanon violence,"Israel Extends Evacuation Warnings in Lebanon, Signaling a Wider Offensive",Time,https://time.com/7030021/israel-extends-evacuation-warnings-lebanon-signaling-wider-offensive/,The Israeli military on Thursday warned people to evacuate a city and other communities in southern Lebanon.
Southern Lebanon violence,"One year on, the Middle East is spiraling deeper into violence",Business Insider,https://www.businessinsider.com/middle-east-spiraling-year-after-hamas-october-7-israel-iran-2024-10,The Middle East is plunging deeper into violence and conflict a year after the October 7 massacre ignited a powder keg in the region.
Southern Lebanon violence,Hezbollah may have enough missiles to breach Israel's Iron Dome. But doing so could trigger its destruction.,Business Insider,https://www.businessinsider.com/hezbollah-breach-israel-iron-dome-likely-backfire-destruction-lebanon-2024-9,"Hezbollah may have stockpiles of up to 200,000 missiles. But Israel's counting on it backing down."
Southern Lebanon violence,A trio of crises threatens to upend the race 5 weeks before Election Day,Business Insider,https://www.businessinsider.com/kamala-harris-donald-trump-crises-middle-east-strike-hurricane-election-2024-10,"Political scientists warn that together, Hurricane Helene, violence in the Middle East, and a major strike, could have an impact on voters' decisions."
Southern Lebanon violence,Israeli strike on mosque kills 19 as it bombards northern Gaza and southern Beirut,Yahoo Entertainment,https://www.yahoo.com/news/apparent-israeli-airstrike-mosque-central-043845208.html,"DEIR AL-BALAH, Gaza Strip (AP) — An Israeli strike on a mosque in the Gaza Strip early Sunday killed at least 19 people, Palestinian officials said, as..."
Southern Lebanon violence,Walkie-talkie explosions spark chaos at Beirut funerals,BBC News,https://www.bbc.com/news/articles/c781d8y397do,"A second wave of communication device explosions killed at least 14 people, Lebanese officials say."
Southern Lebanon violence,Israel-Hamas war latest: Hezbollah confirms the death of another high-ranking official,Yahoo Entertainment,https://www.yahoo.com/news/israel-hamas-war-latest-israeli-074901218.html,"Hezbollah on Sunday confirmed the death of high-ranking official Nabil Kaouk in an Israeli airstrike, a day after the Lebanese militant group acknowledged..."
Southern Lebanon violence,History Suggests Israeli Force Won’t Vanquish Hezbollah,Time,https://time.com/7027085/israel-lebanon-hezbollah-history/,The sobering lesson from the role of a 1982 Israeli military campaign in fueling the rise of Hezbollah.
Southern Lebanon violence,Middle East latest: Israeli military says it killed a senior Hezbollah commander in Beirut strike,Yahoo Entertainment,https://www.yahoo.com/news/middle-east-latest-israeli-military-054341086.html,"The Israeli military said Tuesday it had killed a senior Hezbollah commander in a strike on Beirut, a day after the one-year anniversary of the Oct. 7 attack..."
Southern Lebanon violence,"Russia is likely trying to exploit the conflict in the Middle East to expand its influence, war experts say",Business Insider,https://www.businessinsider.com/russia-likely-using-israel-iran-tensions-to-expand-influence-isw-2024-10,"As tensions rise between Israel and Iran, Russia is looking at ways to exploit the situation for its own interests, according to military experts."
Southern Lebanon violence,Are Israel and Hezbollah Headed Toward an “Open-Ended Battle”?,The New Yorker,https://www.newyorker.com/news/the-lede/are-israel-and-hezbollah-headed-toward-an-open-ended-battle,"Rania Abouzeid reports from Lebanon, where air strikes, on the heels of last week’s pager and walkie-talkie explosions, have left the country in a state of dread."
Southern Lebanon violence,Biden Can End His Failure in the Middle East—if He Listens to the American People,Time,https://time.com/7071948/biden-us-support-israel-gaza-palestinians/,"He just needs to listen to the American public that demand a change in policy toward Israel and the Palestinians, writes Mustafa Barghouti."
Southern Lebanon violence,Hezbollah battles Israeli soldiers in southern Lebanon,Al Jazeera English,https://www.aljazeera.com/news/2024/10/2/hezbollah-battles-israeli-soldiers-in-southern-lebanon,Israel announces death of several soldiers as UNSC members meet to discuss Iran's missile attack against Israel.
Southern Lebanon violence,The Lebanon pager attack: Israel’s terror playbook strikes again,Al Jazeera English,https://www.aljazeera.com/opinions/2024/9/18/the-lebanon-pager-attack-israels-terror-playbook-strikes-again,"Indiscriminate violence is a favourite Israeli tactic, whether deployed in Gaza, Lebanon or elsewhere."
Southern Lebanon violence,Biden and Netanyahu hold ‘productive’ call amid Middle East violence,Al Jazeera English,https://www.aljazeera.com/news/2024/10/9/biden-and-netanyahu-hold-productive-call-amid-middle-east-violence,White House says the two leaders discussed confrontation with Iran in 30-minute conversation.
Southern Lebanon violence,Russia’s Putin meets Iran’s Pezeshkian amid spiralling Middle East violence,Al Jazeera English,https://www.aljazeera.com/news/2024/10/11/russias-putin-meets-irans-pezeshkian-amid-spiralling-middle-east-violence,Presidents' meeting comes before expected signing of strategic partnership agreement by the two countries.
Southern Lebanon violence,Israel steps up Lebanon bombing as Hezbollah attacks Haifa,Al Jazeera English,https://www.aljazeera.com/news/2024/10/7/israel-steps-up-lebanon-bombing-as-hezbollah-attacks-haifa,Israeli forces strike near international airport in southern Beirut suburbs as Hezbollah targets port city with rockets.
Southern Lebanon violence,‘It’s an Earthquake’,The Atlantic,https://www.theatlantic.com/international/archive/2024/09/beirut-nasrallah-death/680071/,Beirut responds to Nasrallah’s death.
Southern Lebanon violence,Israeli attacks kill 105 people in Lebanon as war escalates,Al Jazeera English,https://www.aljazeera.com/news/2024/9/30/israeli-attacks-kill-105-people-in-lebanon-as-war-escalates,Israeli military carries out an air raid against an apartment building in the heart of Beirut for first time in years.
Southern Lebanon violence,Iran’s Khamenei insists Hezbollah will survive Lebanon bombardment,Al Jazeera English,https://www.aljazeera.com/news/2024/9/25/irans-khamenei-insists-hezbollah-will-survive-lebanon,"Armed Shia group hurt by loss of top commanders but will not be brought 'to its knees', the supreme leader states."
Southern Lebanon violence,Biden: 'I don't know' if Netanyahu is trying to sway US election,BBC News,https://www.bbc.com/news/articles/cje3zl0dq2ko,Some Democrats accuse Israel's PM of holding off on agreeing a Gaza ceasefire deal for political reasons.
Southern Lebanon violence,Israel says ‘next phase’ of war with Hezbollah in Lebanon to ‘begin soon’,Al Jazeera English,https://www.aljazeera.com/news/2024/9/30/israel-says-next-phase-of-war-with-hezbollah-in-lebanon-to-begin-soon,Defence Minister Yoav Gallant says Israel will use all the means at its disposal to attack Hezbollah.
Southern Lebanon violence,Hezbollah claims rocket attack deep inside northern Israel,Al Jazeera English,https://www.aljazeera.com/news/2024/9/21/hezbollah-claims-rocket-attack-deep-inside-northern-israel,Lebanese group says it targeted Israeli airbase east of Haifa with dozens of rockets after series of Israeli attacks.
Southern Lebanon violence,Iran warns of 'dangerous consequences'...,Barron's,https://www.barrons.com/articles/iran-warns-israel-of-dangerous-consequences-of-lebanon-strikes-9c25a524,"Iran warns of 'dangerous consequences'..._x000D_

 
 
 
 (Top headline, 5th story, link)_x000D_

 _x000D_

 _x000D_

 
 Related stories:Israel warns civilians to evacuate as it strikes wide swaths of Lebanon... Developing..._x000D_
'No go death zones'..._x000D_
Hits over 300 Hezbollah targets..…"
Southern Lebanon violence,Is Israel deliberately targeting Lebanon’s first responders?,Al Jazeera English,https://www.aljazeera.com/news/2024/10/9/reports-lebanons-first-responders-in-israeli-firing-line,"Israel has killed more than 100 medical workers in Lebanon over the past year, many medics believe it is on purpose."
Southern Lebanon violence,"Israeli offensives in Lebanon and Gaza kill dozens, displace millions",Al Jazeera English,https://www.aljazeera.com/news/2024/10/9/israeli-offensives-in-lebanon-and-gaza-kill-dozens-displace-millions,"Gaza death toll tops 42,000 as Israel pummels north, while fighting sends 1.2 million fleeing in Lebanon."
Southern Lebanon violence,Israel and Hezbollah trade fire as thousands flee south Lebanon,Al Jazeera English,https://www.aljazeera.com/news/2024/9/24/israel-and-hezbollah-trade-fire-as-thousands-flee-south-lebanon,Schools are turned into shelters for displaced people fleeing the attacks as new strikes create humanitarian crisis.
Southern Lebanon violence,At least 21 killed as Israel revives strikes on Gaza,Al Jazeera English,https://www.aljazeera.com/news/2024/10/1/at-least-21-killed-as-israel-revives-strikes-on-gaza,"While the world is watching Israel's assault on Lebanon, its forces continue to pound the Palestinian enclave."
Southern Lebanon violence,Israel attacks UN peacekeepers in Lebanon: Why it’s such a big deal,Al Jazeera English,https://www.aljazeera.com/news/2024/10/11/israel-attacks-un-peacekeepers-in-lebanon-why-its-such-a-big-deal,The international community considers Israel's attack on UNIFIL's headquarters a violation of international law.
Southern Lebanon violence,‘Unimaginable consequences’: World reacts to Israel’s strikes on Lebanon,Al Jazeera English,https://www.aljazeera.com/news/2024/9/24/unimaginable-consequences-world-reacts-to-israels-strikes-on-lebanon,"Israel launches more attacks as Lebanon reels from air strikes that killed close to 500 people, including children."
Southern Lebanon violence,Israel attacks Lebanon in maps and charts: Live tracker,Al Jazeera English,https://www.aljazeera.com/news/2024/9/24/israel-attacks-lebanon-in-maps-and-charts-live-tracker,"Israel killed at least 558 people, including 50 children and 94 women, across Lebanon since September 23."
Southern Lebanon violence,‘Not serious’: Blinken again urges diplomacy as Israel strikes Beirut,Al Jazeera English,https://www.aljazeera.com/news/2024/9/27/not-serious-blinken-again-urges-diplomacy-as-israel-strikes-beirut,"Antony Blinken warns region faces 'precarious moment', but experts say US's failure to pressure Israel fuelling crisis."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Risk of long-feared regional war rises as Israel and Iran swap threats,Al Jazeera English,https://www.aljazeera.com/news/2024/10/2/risk-of-long-feared-regional-war-rises-as-israel-and-iran-swap-threats,Israel pledges to respond to Iran's barrage of missiles; Tehran threatens repeated attack 'with multiplied intensity'.
Southern Lebanon violence,‘Disastrous failure’: How Biden emboldened Israel to attack Lebanon,Al Jazeera English,https://www.aljazeera.com/news/2024/9/24/disastrous-failure-how-biden-emboldened-israel-to-attack-lebanon,"US failure to end Gaza war and prevent escalation in Lebanon is leading the region to all-out war, analysts say."
Southern Lebanon violence,What would a ground invasion mean for Lebanon and Israel?,Al Jazeera English,https://www.aljazeera.com/news/2024/9/30/what-would-a-ground-invasion-mean-for-lebanon-and-israel,"Israel has learned from its mistakes during the 2006 invasion, but so has Hezbollah. So what is the plan?"
Southern Lebanon violence,Will escalating violence in the Middle East affect the US elections?,Al Jazeera English,https://www.aljazeera.com/news/2024/10/12/will-escalating-violence-in-the-middle-east-affect-the-us-elections,Arab voters have expressed frustration with Vice President Kamala Harris's continued support for Israel's war in Gaza.
Southern Lebanon violence,Analysis: Israel and the forever war,Al Jazeera English,https://www.aljazeera.com/features/2024/10/3/analysis-israel-and-the-forever-war,Applying a military 'solution' to what are political problems has dragged Israel into its present situation.
Southern Lebanon violence,"‘As if we don’t exist’: Under bombs in Lebanon, Americans feel abandoned",Al Jazeera English,https://www.aljazeera.com/news/2024/10/3/as-if-we-dont-exist-under-bombs-in-lebanon-americans-feel-abandoned,"Critics say the US rushed to evacuate its citizens in Israel last year. For Lebanon, the response has been much slower."
Southern Lebanon violence,Lebanon’s Oldest Cinema Gives Shelter To Displaced As Cultural NGO Strives To Keep People & The Arts Alive,Deadline,http://deadline.com/2024/10/lebanon-cinema-shelter-displaced-cultural-ngo-tiro-1236110034/,Kassem Istanbouli has been on a mission over the past decade restoring abandoned cinema theaters and converting them into cultural hubs for marginalized communities in Lebanon. Working under the banners of NGO the Tiro Association for Arts (TAA) and his Istan…
Southern Lebanon violence,Timeline: The key moments that led to Iran’s missile attacks on Israel,Al Jazeera English,https://www.aljazeera.com/news/2024/10/2/timeline-the-key-moments-that-led-to-irans-missile-attacks-on-israel,"Over the past year, escalations have raised concerns over an expanding war in the Middle East."
Southern Lebanon violence,World leaders gathering in New York for UN General Assembly. The outlook is gloomy,ABC News,https://abcnews.go.com/US/wireStory/world-leaders-gathering-new-york-general-assembly-outlook-113905256,It's not a great moment in world affairs right now
Southern Lebanon violence,Children At Risk As Armed Conflict Intensifies In Lebanon And Israel,Forbes,https://www.forbes.com/sites/unicefusa/2024/09/24/childrens-lives-at-risk-as-armed-conflict-escalates-in-lebanon-and-israel/,UNICEF is calling for an immediate de-escalation of hostilities as children and families find themselves trapped in an increasingly dire situation.
Southern Lebanon violence,Hassan Nasrallah killed: What does this mean for Hezbollah?,Al Jazeera English,https://www.aljazeera.com/news/2024/9/28/hassan-nasrallah-killed-what-does-this-mean-for-hezbollah,Hezbollah leader was killed by an Israeli strike on Beirut - what does this mean for the Lebanese group?
Southern Lebanon violence,Is Biden administration seeking deescalation – or driving Middle East war?,Al Jazeera English,https://www.aljazeera.com/news/2024/10/9/is-biden-administration-seeking-deescalation-or-driving-middle-east-war,"As Washington calls for a regional ceasefire, it continues to provide political and military support for Israel."
Southern Lebanon violence,U.S. Citizens in Lebanon “Abandoned” by the State Department as Israel Invades,The Intercept,https://theintercept.com/2024/10/03/israel-lebanon-us-citizens-evacuation/,"The State Department coordinated massive evacuations from Lebanon in 2006 and Egypt in 2011. What’s different now?
The post U.S. Citizens in Lebanon “Abandoned” by the State Department as Israel Invades appeared first on The Intercept."
Southern Lebanon violence,Canada’s shame,Al Jazeera English,https://www.aljazeera.com/opinions/2024/10/8/canadas-shame,Israel killed an elderly Canadian couple fleeing its bombardment in Lebanon. The Trudeau government is refusing to act.
Southern Lebanon violence,"Qatar urges ceasefires in Israel’s wars in Gaza, Lebanon at EU-GCC summit",Al Jazeera English,https://www.aljazeera.com/news/2024/10/16/qatar-calls-for-establishing-a-palestinian-state-in-meeting-with-eu-leaders,Qatar's Sheikh Tamim bin Hamad Al Thani also calls for lasting solution to the Israeli-Palestinian conflict.
Southern Lebanon violence,Fifa to investigate alleged rule breaches by Israel,BBC News,https://www.bbc.com/sport/football/articles/cx2074nkly2o,Fifa's disciplinary committee will investigate alleged breaches of its rules by Israel following a proposal by the Palestinian Football Association.
Southern Lebanon violence,Biden to talk to Netanyahu as Middle East violence continues,CBS News,https://www.cbsnews.com/video/biden-to-talk-to-netanyahu-as-middle-east-violence-continues/,"President Biden plans to speak on the phone with Israeli Prime Minister Benjamin Netanyahu Wednesday for the first time in two months as the war rages in the Middle East. Netanyahu is calling on Lebanon to ""rise up"" against Hezbollah's leaders, while Israel's…"
Southern Lebanon violence,Israel signals possible ground invasion of Lebanon,CBS News,https://www.cbsnews.com/video/israel-signals-possible-ground-invasion-of-lebanon/,Israel's army chief said a ground invasion of southern Lebanon is possible as the violence between Hezbollah and Israel is increasingly moving toward an all-out war. Imtiaz Tyab has the latest.
Southern Lebanon violence,The Election’s No-Excuses Moment,The Atlantic,https://www.theatlantic.com/newsletters/archive/2024/09/the-elections-no-excuses-moment/680092/,Voters know all they need to know—especially about Trump.
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,"‘No Other Land’ Filmmakers Cut Short U.S. Trip, Head Home To West Bank And Israel As Middle East Violence Explodes",Deadline,http://deadline.com/2024/10/no-other-land-filmmakers-cut-short-u-s-visit-directors-yuval-abraham-basel-adra-interview-1236107154/,"EXCLUSIVE: The Israeli and Palestinian directors of No Other Land, the award-winning documentary set in the West Bank, are abandoning a U.S. tour and heading home as violence explodes in the region. Basel Adra, Yuval Abraham, and Rachel Szor cut short what wa…"
Southern Lebanon violence,Israel-Hezbollah conflict in maps: Tracking the violence in Lebanon,BBC News,https://www.bbc.com/news/articles/c9vp7dg3ml1o,A visual guide to the latest developments in the conflict between Israel and Hezbollah.
Southern Lebanon violence,Israel bars UN chief from the country over Iran attack response,Al Jazeera English,https://www.aljazeera.com/news/2024/10/2/israels-katz-bars-un-chief-from-country-over-iran-attack-response,Israel's foreign minister branded Antonio Guterres 'a stain on the history of the UN'.
Southern Lebanon violence,Progressives Escalate Calls for Arms Embargo as Israel Expands War Into Lebanon,The Intercept,https://theintercept.com/2024/09/30/israel-arms-embargo-lebanon-progressives/,"Sen. Bernie Sanders introduced legislation last week that would block $20 billion of U.S. weapons sales to Israel.
The post Progressives Escalate Calls for Arms Embargo as Israel Expands War Into Lebanon appeared first on The Intercept."
Southern Lebanon violence,Iran’s missile attack against Israel: What we know and what comes next,Al Jazeera English,https://www.aljazeera.com/news/2024/10/1/irans-missile-attack-against-israel-what-we-know-and-what-comes-next,"Israel vows to retaliate after barrage of Iranian missiles fired in response to killings of Hamas, Hezbollah leaders."
Southern Lebanon violence,"Lebanon says 2,000 killed in Israel's escalating assault on Hezbollah",CBS News,https://www.cbsnews.com/news/israel-attack-iran-backed-hezbollah-intel-lebanon-death-toll-over-2000/,"Israel says massive strikes hit Hezbollah's intel unit in Beirut, as Lebanon puts the toll from two weeks of spiraling violence over 2,000."
Southern Lebanon violence,Middle East Conflict Spirals Toward Catastrophe as Israel and Iran Trade Blows,Rolling Stone,http://www.rollingstone.com/politics/politics-features/israel-gaza-iran-lebanon-hezbollah-middle-east-conflict-1235121861/,"Netanyahu’s ruthless strategy sets off a wave of retribution that could drag the U.S. into a showdown with Iran, and risks a broader war."
Southern Lebanon violence,Israeli Campaign against Lebanon could Push Poverty Rate to 50%,Juancole.com,https://www.juancole.com/2024/09/israeli-campaign-against.html,Ann Arbor (Informed Comment) - UNICEF Deputy Representative to Lebanon Ettie Higgins reported from Lebanon on the effects of Monday's massive attack by Israeli war planes on southern and eastern Lebanon. She said that the airstrikes had left 35 children dead …
Southern Lebanon violence,Paging the Hague: Israel’s Exploding Electronics Might Be War Crimes,The Intercept,https://theintercept.com/2024/09/19/israel-pager-walkie-talkie-attack-lebanon-war-crimes/,"Experts on international law pointed to the indiscriminate nature of the blasts in Lebanon and the prohibition on booby traps.
The post Paging the Hague: Israel’s Exploding Electronics Might Be War Crimes appeared first on The Intercept."
Southern Lebanon violence,France’s Macron issues warning to Israel,RT,https://www.rt.com/news/605598-macron-israel-arms-embargo/,French President Emmanuel Macron has reiterated his call for an arms embargo on Israel in response to ongoing violence in Gaza and Lebanon. Read Full Article at RT.com
Southern Lebanon violence,The Middle East’s Deadly Dream Palaces,Project Syndicate,https://www.project-syndicate.org/commentary/nasrallah-assassination-highlights-the-damaging-delusions-of-arab-iranian-israeli-leaders-by-shlomo-ben-ami-2024-10,"Hezbollah leader Hassan Nasrallah turned out to be just another delusional Arab ruler who was destroyed by the war with Israel that he had so eagerly courted. With the current Israeli government lost in nationalist delusions of its own, there is no foreseeabl…"
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Russia condemns Israeli attacks on Lebanon,RT,https://www.rt.com/russia/604870-russia-condemn-israeli-attacks-lebanon/,"West Jerusalem’s actions will not aid its cause but will only push the Middle East closer to a “big war,” Moscow has warned Read Full Article at RT.com"
Southern Lebanon violence,UN Peacekeepers at Risk from Israeli Army as they Protect Civilians in Southern Lebanon,Juancole.com,https://www.juancole.com/2024/10/peacekeepers-civilians-southern.html,"By Chiara Ruffa, Sciences Po and Vanessa Newby, Leiden University | - (The Conversation) - United Nations peacekeepers in southern Lebanon have reported a series of incidents over the past few days in which they have been endangered by Israeli Defense Forces …"
Southern Lebanon violence,‘This Maniac Must Be Stopped’: Netanyahu Condemned Over Massive Beirut Bombing,Nakedcapitalism.com,https://www.nakedcapitalism.com/2024/09/this-maniac-must-be-stopped-netanyahu-condemned-over-massive-beirut-bombing.html,"While Hezbollah's leader Hassan Nasrallah survived an attack in Beirut, Israel may still get the regional war it wants."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Israel and Hezbollah exchange fire after Lebanon suffers huge casualties,ABC News (AU),https://www.abc.net.au/news/2024-09-24/israel-and-hezbollah-exchange-fire-after-lebanon-casualties-/104390972,"After almost a year of war against Hamas in Gaza on its southern border, Israel is shifting its focus to its northern frontier."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,'We come with rage': Pro-Palestine protesters say ongoing conflict taking emotional toll on local community,ABC News (AU),https://www.abc.net.au/news/2024-10-08/pro-palestine-rally-parliament-house/104445368,"Protesters have gathered outside Federal Parliament to demand Australia sanction Israel for its actions in Gaza and Lebanon, a day after commemorations a year on from the Hamas terrorist attack on southern Israel."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Israeli air strikes rock southern suburbs of Beirut and cut off a key crossing into Syria,ABC News (AU),https://www.abc.net.au/news/2024-10-04/israel-strikes-southern-beirut-cut-off-syria-crossing/104435146,Israel carried out a series of massive air strikes overnight in southern suburbs of Beirut and cut off the main boarder crossing between Lebanon and Syria.
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Lebanese worry nowhere is safe amid widespread Israeli bombing,NBC News,https://www.nbcnews.com/news/world/lebanon-israel-beirut-hezbollah-bombing-nowhere-safe-rcna173216,"Fears grew across Lebanon after Israel launched a strike on a residential building in central Beirut, marking a fresh escalation in a devastating bombing campaign."
Southern Lebanon violence,"Amid anger over Israel, Harris courts Arab and Muslim voters. Will it work?",Al Jazeera English,https://www.aljazeera.com/news/2024/10/11/amid-anger-over-israel-harris-courts-arab-and-muslim-voters-will-it-work,Critics question US vice president’s meetings with handpicked community members without change in Middle East policy.
Southern Lebanon violence,IDF Announces 8 Fatalities Among Troops in Southern Lebanon – Reports,Sputnikglobe.com,https://sputnikglobe.com/20241003/idf-announces-8-fatalities-among-troops-in-southern-lebanon--reports-1120395181.html,"MOSCOW (Sputnik) - The Israel Defense Forces (IDF) has announced eight fatalities among its soldiers in the operation against Hezbollah in southern Lebanon, The Times of Israel newspaper reported."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Emergency deal fails to get toddler out of Lebanon,BBC News,https://www.bbc.com/news/articles/c89l11v4k8wo,Fresh orders were granted by the High Court on Wednesday in an effort to get the Belfast toddler home.
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Three mosques under Jakim to hold 'solat hajat' for victims of Israeli violence,The Star Online,https://www.thestar.com.my/news/nation/2024/10/02/three-mosques-under-jakim-to-hold-039solat-hajat039-for-victims-of-israeli-violence,"PUTRAJAYA: The Islamic Development Department of Malaysia (Jakim) will hold solat hajat (prayers of need) and doa selamat (supplications seeking safety) for the people of Gaza, Lebanon, Syria, and Yemen. Read full story"
Southern Lebanon violence,Israeli Strikes Pound Southern Beirut Suburbs,International Business Times,https://www.ibtimes.com/israeli-strikes-pound-southern-beirut-suburbs-3744748,"Israeli fighter jets bombarded the southern suburbs of Lebanon's capital Beirut overnight into Saturday, sending panicked families fleeing massive strikes reportedly targeting Hezbollah chief Hassan Nasrallah."
Southern Lebanon violence,'We just had to flee': Fear and tension in Lebanon under deadly Israeli bombardment,BBC News,https://www.bbc.com/news/articles/crl8xw7ww70o,Thousands have fled southern Lebanon while others say they are leaving the capital Beirut.
Southern Lebanon violence,"U.N. says Israeli troops fire on peacekeepers in Lebanon, wounding 2",CBS News,https://www.cbsnews.com/news/israel-war-hezbollah-lebanon-iran-un-unifil-says-idf-fires-on-peacekeepers/,"The United Nations mission in southern Lebanon, where Israel is battling Iran-backed Hezbollah, says Israeli forces have fired on international peacekeepers."
Southern Lebanon violence,Middle East Updates: New devices blast in southern Lebanon,DW (English),https://www.dw.com/en/updates-lebanese-officials-report-hundreds-of-injuries-in-new-wave-of-device-explosions/live-70244929,Hezbollah communication devices exploded again in the south of the country and in the southern suburbs of the capital Beirut. DW has more.
Southern Lebanon violence,NATO state condemns Israel,RT,https://www.rt.com/news/604528-spain-condemns-israel-lebanon/,Spain has expressed “deep dismay” over the bombing of Lebanon and called for an immediate ceasefire in Gaza to stabilize the region Read Full Article at RT.com
Southern Lebanon violence,Mass displacement in Lebanon war revives spectre of sectarian strife,Yahoo Entertainment,https://ca.news.yahoo.com/mass-displacement-lebanon-war-revives-103706339.html,"Marjayoun, a majority Christian town in southern Lebanon, opened its schools and a church last month to house scores of people fleeing Israel's bombardment..."
Southern Lebanon violence,[Removed],[Removed],https://removed.com,[Removed]
Southern Lebanon violence,Israeli bombardment kills dozens in Gaza amid renewed surge in attacks,CBC News,https://www.cbc.ca/news/world/israeli-bombardment-gaza-deaths-1.7338604,"Israeli airstrikes killed at least 38 people in Gaza on Tuesday, according to Reuters and CBC's videographer inside Gaza, as fighting ramped up amid escalating tensions in the region."
Southern Lebanon violence,Both Israel and Hezbollah are Blatantly Violating the Laws of War by Harming Civilians,Juancole.com,https://www.juancole.com/2024/09/hezbollah-blatantly-violating.html,"By Emily Crawford, University of Sydney | - (The Conversation) - As the violence between Israel and Hezbollah has escalated dramatically in recent days, civilians have paid a heavy price. Hundreds of people in southern Lebanon have been killed and more than 1…"
Southern Lebanon violence,"The Gazafication of Lebanon: Israel Blows up Nabatieh City Hall, kills Mayor and Aid Workers",Juancole.com,https://www.juancole.com/2024/10/gazafication-lebanon-nabatieh.html,"Ann Arbor (Informed Comment) - The Israeli military has begun giving southern Lebanon the Gaza treatment. Some 25% of Lebanese are under 'evacuation orders,' which is to say that Israel is expelling them from their homes in preparation for further military op…"
Southern Lebanon violence,Hezbollah Has Prepared ‘Hell for the Israeli Regime’ in Southern Lebanon: Mohammad Marandi,Sputnikglobe.com,https://sputnikglobe.com/20240929/hezbollah-has-prepared-hell-for-the-israeli-regime-in-southern-lebanon-mohammad-marandi-1120350755.html,Israel and Hezbollah are on the brink of a full-scale war after the assassination of the Lebanese political and militia group's longtime leader. Prolific Iranian-American international affairs observer Dr. Mohammad Marandi shares his thoughts with Sputnik abo…
Southern Lebanon violence,Total of 48 Lebanese Localities Hit by Israeli Bombings During Day - Reports,Sputnikglobe.com,https://sputnikglobe.com/20241017/total-of-48-lebanese-localities-hit-by-israeli-bombings-during-day---reports-1120581400.html,"BEIRUT (Sputnik) - Israeli aircraft and artillery struck 48 settlements in southern and eastern Lebanon on Wednesday, Lebanese National News Agency (NNA) reported."
Lebanon emergency,UK charities launch Middle East Humanitarian Appeal,BBC News,https://www.bbc.com/news/articles/cm29renmv91o,The Disasters Emergency Committee says the government will match the first £10m raised in donations.
Lebanon emergency,Lebanon hospitals close as Israeli strikes hit health facilities,BBC News,https://www.bbc.com/news/articles/c30lj9m300vo,The World Health Organisation says at least 37 facilities have shut and dozens of medical staff have died.
Lebanon emergency,"'Send us a plane', Britons in Lebanon urge PM",BBC News,https://www.bbc.com/news/articles/cly2rglnn42o,More Britons in Lebanon tell the BBC about the increasingly desperate situation there as war looms.
Lebanon emergency,"Israeli strikes on Lebanon causing ‘carnage’, health minister says",BBC News,https://www.bbc.com/news/articles/c748n1258z1o,Firass Abiad says many of the 550 people killed in Monday’s attacks targeting Hezbollah were civilians.
Lebanon emergency,Over 60 injured in drone attack on Israel,BBC News,https://www.bbc.com/news/articles/c9dy294gweyo,Hezbollah says it targeted a training camp of the Israeli Defence Forces' Golani Brigade.
Lebanon emergency,Israel says top Hezbollah commander killed in Beirut strike,BBC News,https://www.bbc.com/news/articles/c5y9wyy9pr2o,"The strike in Lebanon's capital, which killed at least 14 people, adds to fears of an all-out war."
